,,,,,,,,,,,,,,
RE/2324/0125,TAO,1018480,25-01-2024,TS MC CBICEPS,SLUB JERSEY,100% ORGANIC COTTON SLUB,Main Fabric,Solid,175 - 185,PIECES,BACK,ASHLEY BLUE (16-4013TCX),,
,,,,,,,,,,,,,,
RE/2324/0125,TAO,1018480,25-01-2024,TS MC CBICEPS,SLUB JERSEY,100% ORGANIC COTTON SLUB,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,ASHLEY BLUE (16-4013TCX),,
,,,,,,,,,,,,,,
RE/2324/0125,TAO,1018480,25-01-2024,TS MC CBICEPS,2X2 LYCRA DURBY RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,ASHLEY BLUE (16-4013TCX),,
,,,,,,,,,,,,,,
RE/2324/0126,TAO,TBC,01-02-2024,TS MC CHYPRE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,FRONT,SALMON PUFF ( 14-1135 TCX),,
,,,,,,,,,,,,,,
RE/2324/0126,TAO,TBC,01-02-2024,TS MC CHYPRE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,back & sleeve,SALMON PUFF ( 14-1135 TCX),,
,,,,,,,,,,,,,,
RE/2324/0126,TAO,TBC,01-02-2024,TS MC CHYPRE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,SALMON PUFF ( 14-1135 TCX),,
,,,,,,,,,,,,,,
RE/2324/0126,TAO,TBC,01-02-2024,TS MC CHYPRE,2X2 LYCRA DURBY RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,SALMON PUFF ( 14-1135 TCX),,
,,,,,,,,,,,,,,
RE/2324/0139,TAO,1018604,17-02-2024,TS MC CFLY BB,LYCRA JERSEY,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,155 - 165,PIECES,FRONT,GARDENIA 11-0604 TCX,,
,,,,,,,,,,,,,,
RE/2324/0139,TAO,1018604,17-02-2024,TS MC CFLY BB,LYCRA JERSEY,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,155 - 165,PIECES,back & sleeve,GARDENIA 11-0604 TCX,,
,,,,,,,,,,,,,,
RE/2324/0139,TAO,1018604,17-02-2024,TS MC CFLY BB,LYCRA JERSEY,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,155 - 165,PIECES,PLACKET,GARDENIA 11-0604 TCX,,
,,,,,,,,,,,,,,
RE/2324/0139,TAO,1018604,17-02-2024,TS MC CFLY BB,LYCRA JERSEY,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,155 - 165,PIECES,NECK TAPE,GARDENIA 11-0604 TCX,,
,,,,,,,,,,,,,,
RE/2324/0141,TAO,1019179,28-01-2024,TS MC CELEBRITE,SINGLE JERSEY,60% COTTON 40% RECYCLED POLYESTER,Main Fabric,Solid,175 - 185,PIECES,FRONT,NEON ROSE,,
,,,,,,,,,,,,,,
RE/2324/0141,TAO,1019179,28-01-2024,TS MC CELEBRITE,SINGLE JERSEY,60% COTTON 40% RECYCLED POLYESTER,Main Fabric,Solid,175 - 185,PIECES,BACK BODY+SLEEVE,NEON ROSE,,
,,,,,,,,,,,,,,
RE/2324/0141,TAO,1019179,28-01-2024,TS MC CELEBRITE,SINGLE JERSEY,60% COTTON 40% RECYCLED POLYESTER,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,NEON ROSE,,
,,,,,,,,,,,,,,
RE/2324/0141,TAO,1019179,28-01-2024,TS MC CELEBRITE,2X2 LYCRA DURBY RIB,55% COTTON 40% RECYCLED POLYESTER 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,NEON ROSE,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,1X1 LYCRA RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,275 - 285,PIECES,NECK RIB,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,195 - 205,PIECES,FRONT+BACK+SLEEVE,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,195 - 205,PIECES,POCKET,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,195 - 205,PIECES,FRONT+BACK+SLEEVE,JUNE BUG,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,195 - 205,PIECES,POCKET,JUNE BUG,,
,,,,,,,,,,,,,,
RE/2324/0154,TAO,TBC,20-03-2024,TS MC BA  ATPOTE,1X1 LYCRA RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,275 - 285,PIECES,NECK RIB,JUNE BUG,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,FRONT,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,BACK BODY+SLEEVE,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,2X2 LYCRA RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,FRONT,JET BLACK.,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,BACK BODY+SLEEVE,JET BLACK.,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,JET BLACK.,,
,,,,,,,,,,,,,,
RE/2324/0155,TAO,TBC,20-03-2024,TS MC GT PIC,2X2 LYCRA RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,JET BLACK.,,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,FRONT,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,BACK,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,SLEEVE,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,POCKET,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0157,TAO,1020514,29-03-2024,TS MC GLAIEUL,2X2 LYCRA DURBY RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,OXBLOOD RED ( 19-1524 TCX),,
,,,,,,,,,,,,,,
RE/2324/0158,TAO,1019546,02-02-2024,TS MC GTPIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,FRONT,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0158,TAO,1019546,02-02-2024,TS MC GTPIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,BACK BODY AND SLEEVE,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0158,TAO,1019546,02-02-2024,TS MC GTPIC,SINGLE JERSEY,100% ORGANIC COTTON,Main Fabric,Solid,175 - 185,PIECES,NECK TAPE,SNOW WHITE,,
,,,,,,,,,,,,,,
RE/2324/0158,TAO,1019546,02-02-2024,TS MC GTPIC,2X2 LYCRA DURBY RIB,95% ORGANIC COTTON 5% ELASTANE,Main Fabric,Solid,255 - 265,PIECES,NECK RIB,SNOW WHITE,,
,,,,,,,,,,,,,,
